"SUP_ID";"REG_ID";"YEAR";"SUPPLIER"
95;137;2024;"TP우산점(동양공업사)"
96;137;2024;"TP원주점"
97;137;2024;"TP흥업점"
98;137;2024;"TP신흥강변점"
99;137;2024;"강원윤활유타이어"
100;137;2024;"TP단구점"
101;137;2024;"금호원주대리점"
102;137;2024;"태장자동차공업사"
103;137;2024;"삼성공업사"
104;137;2024;"MC원주판매(신흥상사)"
105;137;2024;"타이어킹"
106;137;2024;"금호치악대리점"
107;137;2024;"금호타이어단계점"
108;137;2024;"웰빙타이어"
109;137;2024;"금호타이어행구점"
110;137;2024;"금호타이어영서점"
111;137;2024;"타이어테크 원주점(미르&TNT)"
112;137;2024;"타이어테크 원주총판"
113;137;2024;"타이어테크 단구점(일진자동차정비)"
114;137;2024;"타이어테크 흥업점(왕성모터스)"
115;137;2024;"타이어테크 문막점(탑노치타이어)"
116;137;2024;"타이어테크 타이어드림점(타이어드림)"
117;137;2024;"타이어테크 개운점[신화타이어판매㈜]"
118;137;2024;"타이어테크 원주 단계점"
119;137;2024;"타이어테크 ak점 (오토오아시스 단계점)"
120;137;2024;"타이어테크 강원점(타이어센터)"
121;137;2024;"타이어테크 무실광현점 (타이어존)"
122;137;2024;"타이어테크 서원대로점"
123;137;2024;"타이어리더"
124;137;2024;"(주)베스트상사"
125;137;2024;"원주타이어"
126;151;2024;"티스테이션 인제점"
127;151;2024;"TP인제점"
128;151;2024;"현대카금호타이어"
129;151;2024;"타이어테크 인제점"
130;151;2024;"타이어테크 인제현리점"
131;151;2024;"타이어테크 인제원통점"
132;147;2024;"TP신동점"
133;147;2024;"정선대리점"
134;147;2024;"사북현대"
135;147;2024;"미래카센터"
136;147;2024;"천포카서비스"
137;148;2024;"한국GM동송지정서비스(기성정비)"
138;148;2024;"TP동송점"
139;148;2024;"대성상사"
140;148;2024;"타이어테크 동송점"
141;148;2024;"신나라모터스"
142;136;2024;"만천카타이어주식회사"
143;136;2024;"한국타이어춘천판매㈜"
144;136;2024;"더타이어샵춘천점"
145;136;2024;"TP춘천점(춘천대리점)"
146;136;2024;"TP후평점"
147;136;2024;"TP퇴계점"
148;136;2024;"거상상사"
149;136;2024;"우진대리점"
150;136;2024;"예안상사"
151;136;2024;"월드카프라자"
152;136;2024;"타이어닷컴"
153;136;2024;"베스트카프렌드후평점"
154;136;2024;"우림타이어"
155;136;2024;"금호타이어신용대리점"
156;136;2024;"타이어테크 춘천점(타이어닷컴 춘천)"
157;136;2024;"타이어테크 근화점"
158;136;2024;"타이어테크 퇴계점"
159;136;2024;"타이어테크 춘천ic점(춘천타이어)"
160;136;2024;"타이어테크 후평본점(더타이어샵춘천점)"
161;136;2024;"우림타이어"
162;136;2024;"타이어테크 공지천점"
163;136;2024;"타이어테크 후평점"
164;136;2024;"타이어테크 춘천강북점"
165;136;2024;"타이어테크 동광오거리점"
166;136;2024;"타이어테크 북춘천점"
167;140;2024;"한국타이어태백대리점 굴렁쇠카"
168;140;2024;"티스테이션 태백점"
169;140;2024;"신태백대리점"
170;140;2024;"제일종합자동차정비"
171;140;2024;"금호타이어태백점"
172;140;2024;"타이어테크 황지점(스마일카전문정비)"
173;146;2024;"금호장평대리점"
174;146;2024;"평창모터스"
175;146;2024;"삼성카센타"
176;146;2024;"평창신동점"
177;146;2024;"타이어테크 용평점(애니카랜드 대관령점)"
178;146;2024;"타이어테크 진부점(한국지엠 평창바로서비스)"
179;143;2024;"(합자) 성산정비공장"
180;143;2024;"한국타이어 홍천점"
181;143;2024;"TP연봉점"
182;143;2024;"KTS홍천중앙점"
183;143;2024;"홍천대리점"
184;143;2024;"타이어테크 홍천점(석화)"
185;143;2024;"타이어테크 남홍천점"
186;149;2024;"애니카랜드화천점"
187;149;2024;"화천정비사업소"
188;149;2024;"OK타이어"
189;144;2024;"횡성대리점"
190;144;2024;"TP횡성안흥점"
191;144;2024;"재헌종합상사"
192;144;2024;"금호타이어횡성군청점"
193;144;2024;"타이어테크 횡성중앙점 (날아라타이어)"
194;134;2024;"골드상사"
195;134;2024;"그린카써비스"
196;134;2024;"조종카써비스"
197;105;2024;"티스테이션 행신점"
198;105;2024;"주식회사 행주타이어"
199;105;2024;"용두타이어대리점"
200;105;2024;"티스테이션 수색로점"
201;105;2024;"주식회사 타이어일공이"
202;105;2024;"티스테이션 삼송점"
203;105;2024;"더타이어샵 화전점"
204;105;2024;"더 타이어샵 삼송점"
205;105;2024;"T`station정발산점"
206;105;2024;"(주)드래곤드림"
207;105;2024;"태영상사"
208;105;2024;"주식회사 태극타이어"
209;105;2024;"원타이어"
210;105;2024;"더 타이어샵 일산점"
211;105;2024;"티스테이션일산덕이점"
212;105;2024;"주식회사 뉴일산타이어(대화)"
213;105;2024;"TP덕이점(TM일산점)"
214;105;2024;"TP원당점"
215;105;2024;"TP중산점"
216;105;2024;"KTS대흥상사"
217;105;2024;"상암타이어"
218;105;2024;"KTS국보타이어"
219;105;2024;"바우통상(주）"
220;105;2024;"금호타이어정발산점"
221;105;2024;"세미타이어"
222;105;2024;"금호경인타이어"
223;105;2024;"타이어몽"
224;105;2024;"금호타이어항공대점"
225;105;2024;"상진휠얼라인먼트"
226;105;2024;"섬말타이어"
227;105;2024;"타이어나라일산점"
228;105;2024;"바른타이어"
229;105;2024;"TP능곡IC점"
230;105;2024;"TP식사점"
231;105;2024;"NY타이어"
232;105;2024;"(주)모든휠앤타이어"
233;105;2024;"인선모터스주식회사"
234;105;2024;"TP일산자유로점(동아타이어)"
235;105;2024;"TP킨텍스점"
236;105;2024;"TP탄현점"
237;105;2024;"장항타이어"
238;105;2024;"타이어투데이"
239;105;2024;"타이어테크 중산점"
240;105;2024;"타이어테크 고양스타필드점(주식회사 클라츠)"
241;105;2024;"타이어테크 일산점"
242;105;2024;"타이어테크 일산서구점"
243;109;2024;"티스테이션 과천점"
244;109;2024;"티스테이션 과천청사점"
245;109;2024;"TP과천점"
246;109;2024;"폴포지션"
247;109;2024;"현대자동차블루핸즈과천대형점"
248;109;2024;"금호타이어 과천시청점"
249;97;2024;"T-Station광명점"
250;97;2024;"이지타이어"
251;97;2024;"TP하안점"
252;97;2024;"TP소하점"
253;97;2024;"TP광명IC점"
254;97;2024;"경기특판"
255;97;2024;"주)진흥"
256;97;2024;"타이어테크 소하점(넥센거상타이어 소하점)"
257;97;2024;"타이어테크 광명점"
258;97;2024;"타이어테크 광명스피돔점(타이어킹 광명점)"
259;129;2024;"한국타이어(곤지암)"
260;129;2024;"오포대리점"
261;129;2024;"한국타이어경원대리점"
262;129;2024;"한국타이어오포대리점"
263;129;2024;"태성타이어"
264;129;2024;"타이어신발보다싼곳"
265;129;2024;"주식회사 피트스탑"
266;129;2024;"TP오포점"
267;129;2024;"KTS오포점(영일타이어)"
268;129;2024;"TP장지IC점(BMS TIRE)"
269;129;2024;"㈜킹콩(문창준타이어)"
270;129;2024;"금호도척대리점"
271;129;2024;"삼성타이어"
272;129;2024;"맛있는 타이어"
273;129;2024;"스마일타이어"
274;129;2024;"(주)평우서비스"
275;129;2024;"타이어아울렛 광주점"
276;129;2024;"킹콩타이어 동분당(오포)"
277;129;2024;"TP곤지암점"
278;129;2024;"토탈타이어"
279;129;2024;"타이어테크 양벌점(넥센타이어양벌점)"
280;129;2024;"타이어테크 곤지암점(타이어월드 곤지암점)"
281;129;2024;"곤지암모터스"
282;129;2024;"타이어테크 장지점"
283;129;2024;"타이어테크 경기광주총판점"
284;129;2024;"타이어테크 광주초월본점"
285;110;2024;"한국타이어경기대리점"
286;110;2024;"뉴티스테이션 구리점"
287;110;2024;"TP인창점(태양타이어)"
288;110;2024;"TP사노IC점"
289;110;2024;"TP구리점"
290;110;2024;"TP갈매점"
291;110;2024;"대진대리점"
292;110;2024;"타이어테크 구리교문점"
293;110;2024;"타이어테크 구리인창점(타이어W)"
294;115;2024;"티스테이션 군포역점"
295;115;2024;"TP당동점"
296;115;2024;"TP군포산본점"
297;115;2024;"(주)성우자동차정비"
298;115;2024;"TP군포부곡점"
299;115;2024;"삼성오토뱅크(주)"
300;115;2024;"군포첨단타이어"
301;115;2024;"타이어테크 군포점(타이어휠스타)"
302;115;2024;"타이어테크 당동점(5타이어)"
303;125;2024;"미건리트레드타이어"
304;125;2024;"한국타이어 양촌점"
305;125;2024;"진영타이어"
306;125;2024;"티스테이션양곡점"
307;125;2024;"한국 타이어 대곶점"
308;125;2024;"한국타이어 대곶IC점"
309;125;2024;"걸포모터스"
310;125;2024;"우광타이어"
311;125;2024;"TP김포사우점"
312;125;2024;"TP김포통진점"
313;125;2024;"TP김포양촌점"
314;125;2024;"TP장기점"
315;125;2024;"TP구래점"
316;125;2024;"TP김포대로점"
317;125;2024;"KTS운양점"
318;125;2024;"금호신김포점"
319;125;2024;"금호타이어고촌점"
320;125;2024;"(주)풍무점"
321;125;2024;"경인아라뱃길대리점"
322;125;2024;"금호타이어대곶점"
323;125;2024;"애니카양촌점"
324;125;2024;"한강신도시타이어"
325;125;2024;"삼부자동차"
326;125;2024;"신화카"
327;125;2024;"아리랑타이어"
328;125;2024;"혜성타이어 양곡점"
329;125;2024;"타이어테크 고촌점(신화카센터)"
330;125;2024;"타이어테크 김포신도시점"
331;125;2024;"타이어테크 김포 풍무로점(따봉타이어)"
332;125;2024;"타이어테크 김포구래점(태영타이어)"
333;125;2024;"타이어테크 통진점 (빅토리타이어)"
334;111;2024;"삼호타이어판매(주)"
335;111;2024;"브니엘카한국타이어"
336;111;2024;"(주)태지"
337;111;2024;"명진상사"
338;111;2024;"타이어메이트"
339;111;2024;"서해타이어"
340;111;2024;"T-station 남양주점"
341;111;2024;"동서울상사"
342;111;2024;"주식회사 타이어코리아연합회"
343;111;2024;"T스테이션 (경복대점)"
344;111;2024;"미금플러스"
345;111;2024;"한국타이어 남양주대리점"
346;111;2024;"주식회사 티지코퍼레이션"
347;111;2024;"TP장현점"
348;111;2024;"TP별내점"
349;111;2024;"KTS현대타이어"
350;111;2024;"진관상사"
351;111;2024;"대한타이어"
352;111;2024;"현대금호타이어"
353;111;2024;"금호타이어진접점"
354;111;2024;"타이어코리아연합회"
355;111;2024;"지인상사"
356;111;2024;"금호타이어다산신도시점"
357;111;2024;"영광카센타"
358;111;2024;"극동타이어"
359;111;2024;"큰별자동차"
360;111;2024;"금호타이어마석점"
361;111;2024;"금호타이어진건대리점"
362;111;2024;"금호타이어다산점"
363;111;2024;"혜성타이어"
364;111;2024;"금호타이어퇴계원점"
365;111;2024;"엠제이모터스"
366;111;2024;"타이어월드 남양주점"
367;111;2024;"타이어테크 이레자동차"
368;111;2024;"타이어테크 타이어코리아호평점"
369;111;2024;"타이어테크 연평점"
370;111;2024;"타이어티월드 별내갈매점"
371;111;2024;"타이어테크 화도점 (타이어아울렛)"
372;111;2024;"타이어코리아 남양주점"
373;111;2024;"타이어테크 남양주다산점"
374;111;2024;"트루맨컴퍼니(테크 왕숙신도시점)"
375;111;2024;"타이어테크 화도본점(스타타이어)"
376;111;2024;"타이어테크 마석점 (타이어1번가)"
377;105;2024;"타이어테크 일산덕이점"
378;130;2024;"타이어테크 양주점"
379;131;2024;"타이어테크 포천점"
380;101;2024;"티스테이션 동두천점"
381;101;2024;"TP동두천점"
382;101;2024;"덕둔 한국타이어"
383;93;2024;"(주)다복상사"
384;93;2024;"태광테크"
385;93;2024;"한국타이어더원상사 주식회사"
386;93;2024;"TP옥길점"
387;93;2024;"TP춘의역점(대원상사)"
388;93;2024;"TP도당점"
389;93;2024;"TP부천점(동륭상사)"
390;93;2024;"TP원종점"
391;93;2024;"TP역곡점"
392;93;2024;"TP부천상동점"
393;93;2024;"KTS신한일타이어"
394;93;2024;"TP송내대로점"
395;93;2024;"소사대리점"
396;93;2024;"금호타이어부천총판"
397;93;2024;"한일타이어"
398;93;2024;"(주)대형자동차타이어정비 부천총판"
399;93;2024;"넥센타이어 부천총판"
400;93;2024;"타이어테크 상동점"
401;93;2024;"타이어테크 약대점"
402;93;2024;"타이어테크 모터시티점"
403;93;2024;"타이어테크 휠타이어모터"
404;85;2024;"한국타이어분당판매(주)"
405;85;2024;"랠리오토서비스"
406;85;2024;"지오 모터스"
407;85;2024;"티스테이션모란점"
408;85;2024;"(주) 현대종합카센타"
409;85;2024;"한국타이어 경기총판"
410;85;2024;"TP분당서현점"
411;85;2024;"전진타이어"
412;85;2024;"금호타이어분당판매"
413;85;2024;"타이어파일럿"
414;85;2024;"금호타이어창조경제밸리점"
415;85;2024;"TP분당야탑점(분당영업소)"
416;85;2024;"TP분당궁내점"
417;85;2024;"TP분당구미점"
418;85;2024;"TP판교테크노밸리점"
419;85;2024;"TP판교IC점"
420;85;2024;"금호타이어신반포점"
421;85;2024;"미조프라자"
422;85;2024;"유한회사 스피드메이트 서현"
423;85;2024;"금호성남대리점"
424;85;2024;"TP모란점"
425;85;2024;"TP성남하이테크점"
426;85;2024;"하대원카화물정비공업사"
427;85;2024;"금호타이어상대원점"
428;85;2024;"금호타이어하대원점"
429;85;2024;"타이어테크 은행점(은행점현대자동차)"
430;85;2024;"타이어테크 성남모란점(디씨타이어 토탈정비)"
431;80;2024;"티스테이션 수원시청"
432;80;2024;"한타수원총판(주)"
433;80;2024;"TBX 서수원점"
434;80;2024;"타이어타운 (수원역점)"
435;80;2024;"티스테이션 (권선점)"
436;80;2024;"한국타이어서수원점"
437;80;2024;"영타이어"
438;80;2024;"타이어마트"
439;80;2024;"주식회사 타이어하그네"
440;80;2024;"주식회사 타이어하그네"
441;80;2024;"뉴티스테이션 광교신도시점"
442;80;2024;"한국타이어 하이테크점"
443;80;2024;"서수원판매"
444;80;2024;"오토스테이션"
445;80;2024;"한국타이어경기총판"
446;80;2024;"한타총판(주)"
447;80;2024;"한국타이어수원점"
448;80;2024;"종합타이어"
449;80;2024;"TP영통점(백운상사)"
450;80;2024;"TP호매실점"
451;80;2024;"TP광교점"
452;80;2024;"금호타이어 권선대리점"
453;80;2024;"다함모터스"
454;80;2024;"금호타이어권선시청점"
455;80;2024;"TP탑동점(금광상사)"
456;80;2024;"고색판매대리점"
457;80;2024;"타이어연합회(주)"
458;80;2024;"금호타이어호매실점"
459;80;2024;"오일타운"
460;80;2024;"서수원타이어"
461;80;2024;"금호타이어서수원점"
462;80;2024;"금호타이어수원평동점"
463;80;2024;"TP삼성로점"
464;80;2024;"TP영화점(TM북수원점)"
465;80;2024;"수원판매서비스"
466;80;2024;"동신카센타"
467;80;2024;"TP인계점"
468;80;2024;"종합타이어"
469;80;2024;"금호타이어팔달점"
470;80;2024;"타이어테크 지동점(넥센특판사업)"
471;80;2024;"타이어테크 동수원점(타이어엔씨티 동수원)"
472;80;2024;"타이어테크 권선점(㈜그린타이어 권선점)"
473;80;2024;"타이어테크 서수원점"
474;80;2024;"타이어테크 북수원점(호림상사)"
475;80;2024;"타이어테크 모터스포츠점(주식회사 브로스)"
476;114;2024;"주식회사 청화"
477;114;2024;"주식회사 이룸"
478;114;2024;"티스테이션 정왕점"
479;114;2024;"티티에스(TTS) 월곶점"
480;114;2024;"준모터스"
481;114;2024;"한국자동차정비센타"
482;114;2024;"티스테이션 목감점"
483;114;2024;"주식회사 대동상사"
484;114;2024;"제일카센타"
485;114;2024;"에이앤제이 티"
486;114;2024;"TP대야점(TM시흥점)"
487;114;2024;"TP시흥은계점"
488;114;2024;"TP목감점"
489;114;2024;"TP월곶점"
490;114;2024;"TP시흥능곡점"
491;114;2024;"TP신천IC점"
492;114;2024;"국제대리점"
493;114;2024;"신흥1급정비공업사"
494;114;2024;"(주)금호타이어현대정왕점"
495;114;2024;"대동상사"
496;114;2024;"팔도타이어"
497;114;2024;"(주)유일이엔티(시흥)"
498;114;2024;"휠존"
499;114;2024;"동해"
500;114;2024;"타이어테크 은계점"
501;114;2024;"타이어테크 시화점(더블유제이 시화점)"
502;114;2024;"타이어테크 시화공단점"
503;102;2024;"형제카공업사"
504;102;2024;"동일사"
505;102;2024;"(주)안산종합정비"
506;102;2024;"하나모터스"
507;102;2024;"(주)유일이엔티(안산)"
508;102;2024;"한국타이어 TBX"
509;102;2024;"반월ENG"
510;102;2024;"티스테이션 안산법원점"
511;102;2024;"주식회사 우현모터스"
512;102;2024;"(주)유일이엔티"
513;102;2024;"TP와동점"
514;102;2024;"TP시화공단점"
515;102;2024;"금호타이어안산대리점(주)"
516;102;2024;"삼덕자동차정비"
517;102;2024;"고잔"
518;102;2024;"한주모터스"
519;102;2024;"금호타이어서안산점"
520;102;2024;"TP사동점(동안판매)"
521;102;2024;"365타이어아산점"
522;102;2024;"안산타이어"
523;102;2024;"타이어테크 고잔점"
524;102;2024;"타이어테크 지앤비점(지앤비(G&V)타이어)"
525;102;2024;"아모스프로카모터스"
526;102;2024;"365타이어 안산점"
527;102;2024;"타이어테크 안산점"
528;124;2024;"안성맞춤타이어"
529;124;2024;"한국타이어T스테이션 도기점"
530;124;2024;"한국타이어안성공도점"
531;124;2024;"유로타이어"
532;124;2024;"남안성현대모터스 주식회사"
533;124;2024;"한국타이어4공단점"
534;124;2024;"TP안성계동점(38대리점)"
535;124;2024;"KTS서안성종합정비"
536;124;2024;"삼중카랜드금호대리점"
537;124;2024;"금호타이어 원곡대리점"
538;124;2024;"금호타이어안성중앙로점"
539;124;2024;"안성현대서비스(주)"
540;124;2024;"TM오토미션"
541;124;2024;"동연타이어"
542;124;2024;"신한양공업"
543;124;2024;"죽산대리점"
544;124;2024;"타이어테크 안성공도점(공도타이어 총판)"
545;124;2024;"타이어테크 사곡점"
546;90;2024;"주식회사 동안판매"
547;90;2024;"한근자동차공업(주)"
548;90;2024;"티스테이션 관양점"
549;90;2024;"티스테이션 엘에스타워점"
550;90;2024;"티스테이션 안양점"
551;90;2024;"오토자동차서비스"
552;90;2024;"티스테이션 안양 박달점"
553;90;2024;"TP안양점"
554;90;2024;"금호타이어호계점"
555;90;2024;"TP평촌점"
556;90;2024;"TP비산점"
557;90;2024;"금호타이어평촌오토"
558;90;2024;"(주)티앤비원"
559;90;2024;"타이어테크 안양점"
560;90;2024;"넥센타이어 안양총판"
561;90;2024;"타이어테크 평촌점"
562;130;2024;"경원타이어백화점"
563;130;2024;"신원타이어 양주"
564;130;2024;"가나타이어"
565;130;2024;"그린자동차"
566;130;2024;"더타이어샵양주점"
567;130;2024;"티스테이션&타이어119양주고읍점"
568;130;2024;"KTS은현점"
569;130;2024;"TP양주점"
570;130;2024;"금호타이어덕정점"
571;130;2024;"경동타이어"
572;130;2024;"신성타이어"
573;130;2024;"금호타이어덕정역점"
574;130;2024;"가나타이어"
575;130;2024;"금호타이어송추점"
576;130;2024;"올라타이어"
577;130;2024;"TP용현점"
578;130;2024;"타이어테크 옥정점"
579;130;2024;"타이어테크 양주백석점"
580;135;2024;"한국타이어 양평대리점"
581;135;2024;"TP양평점"
582;135;2024;"TP공흥점"
583;135;2024;"금호카센타"
584;135;2024;"형제카센타"
585;135;2024;"용문대리점"
586;135;2024;"금호타이어양서점"
587;135;2024;"영진상사"
588;135;2024;"타이어코리아 양평점"
589;135;2024;"타이어테크 양평강상점"
590;132;2024;"한국타이어여주대리점"
591;132;2024;"한국타이어신여주총판"
592;132;2024;"신여주상사"
593;132;2024;"KTS주내로점"
594;132;2024;"TP여주점봉점"
595;132;2024;"대명금호대리점"
596;132;2024;"금호북여주대리점"
597;132;2024;"고속카"
598;132;2024;"금호타이어여주IC점"
599;132;2024;"명일타이어"
600;132;2024;"금호타이어한양모터스"
601;132;2024;"금호타이어여주점"
602;132;2024;"금호세종대리점(동아상사)"
603;132;2024;"타이어테크 가남점(태평자동차공업사)"
604;132;2024;"타이어테크 여주본점"
605;132;2024;"테크여주총판(타이어벙커)"
606;132;2024;"애니카랜드 여주월송점"
607;133;2024;"전차자동차공업사"
608;133;2024;"하나로카월드공업사"
609;133;2024;"KTS한양대리점"
610;133;2024;"1급로하스 자동차공업사"
611;133;2024;"타이어테크 하나로카월드"
612;113;2024;"코스모씨엔티주식회사"
613;113;2024;"티스테이션(청호점)"
614;113;2024;"한타오산총판"
615;113;2024;"한타오산총판"
616;113;2024;"TP오산갈곶점(자동차119)"
617;113;2024;"타이어랜드"
618;113;2024;"금호타이어가장점"
619;113;2024;"금호타이어오산세교점"
620;113;2024;"타이어테크 북오산점"
621;113;2024;"타이어테크 내산미동점(김영호타이어)"
622;113;2024;"타이어테크 갈곶점"
623;113;2024;"타이어테크 오산세교점"
624;118;2024;"티스테이션 용인상하점"
625;118;2024;"티스테이션용인동백점"
626;118;2024;"한국타이어 죽전점"
627;118;2024;"MK타이어클럽"
628;118;2024;"오토베이(주)"
629;118;2024;"수영모터스"
630;118;2024;"동성자동차공업사"
631;118;2024;"우성자동차공업사"
632;118;2024;"고려타이어"
633;118;2024;"티스테이션용인마평점"
634;118;2024;"원진타이어"
635;118;2024;"한국타이어 포곡점"
636;118;2024;"주식회사 중부총판"
637;118;2024;"주식회사 중부총판"
638;118;2024;"TP용인양지점"
639;118;2024;"KTS용인점"
640;118;2024;"(주)휠09"
641;118;2024;"금호OK타이어"
642;118;2024;"금호타이어용인남사점"
643;118;2024;"금호타이어오목천점"
644;118;2024;"뉴타이어월드"
645;118;2024;"금호타이어서분당IC점"
646;118;2024;"대형자동차공업사"
647;118;2024;"킹콩타이어(용인)"
648;118;2024;"혜성타이어 양지점"
649;118;2024;"TP신갈점"
650;118;2024;"TP구성역점"
651;118;2024;"TP원천점"
652;118;2024;"TP신갈오거리점"
653;118;2024;"(주)와우모터스"
654;118;2024;"신갈대리점"
655;118;2024;"혜성타이어총판(주)"
656;118;2024;"금호타이어상하점"
657;118;2024;"TP수지점"
658;118;2024;"TP풍덕천점(붕붕카)"
659;118;2024;"TP상현점"
660;118;2024;"만도그린"
661;118;2024;"금호타이어죽전점"
662;118;2024;"TP용인IC점"
663;118;2024;"KTS양지IC점"
664;118;2024;"오수대리점"
665;118;2024;"에스에스컴퍼니"
666;118;2024;"TM모현점"
667;118;2024;"금호타이어역북점"
668;118;2024;"루틴상사"
669;118;2024;"금호트럭버스원삼점"
670;118;2024;"금호타이어용인천리점"
671;118;2024;"타이어월드(주)"
672;118;2024;"365타이어용인점"
673;118;2024;"조훈타이어"
674;118;2024;"타이어테크 용인죽전총판점"
675;118;2024;"타이어테크 오포매산점(동명모터스)"
676;118;2024;"타이어테크 상하점(정여사네타이어)"
677;118;2024;"타이어테크 용인점"
678;118;2024;"타이어테크 백암점"
679;118;2024;"용인IC타이어마트"
680;118;2024;"타이어테크 상현점"
681;118;2024;"타이어테크 마평점"
682;118;2024;"365타이어 용인본점"
683;116;2024;"제웅상사"
684;116;2024;"주식회사 성진자동차공업사"
685;116;2024;"센트럴모터스 주식회사"
686;116;2024;"진보상사"
687;116;2024;"요요타이어 의왕점"
688;116;2024;"타이어테크 의왕점"
689;89;2024;"신원타이어"
690;89;2024;"T스테이션의정부신터미널점"
691;89;2024;"TP의정부점(의정부대리점)"
692;89;2024;"TP금오점"
693;89;2024;"TP민락점"
694;89;2024;"타이어E마트(의정부점)"
695;89;2024;"대영타이어"
696;89;2024;"타이어테크 의정부동부점(대박타이어)"
697;89;2024;"타이어테크 의정부점"
698;89;2024;"타이어테크 복지북부충전소"
699;89;2024;"의정부타이어"
700;89;2024;"타이어테크 신곡점"
701;89;2024;"하이엔드타이어"
702;89;2024;"타이어테크 고산신도시점"
703;123;2024;"경기상사"
704;123;2024;"한국타이어 티스테이션 이천점"
705;123;2024;"국제타이어"
706;123;2024;"한국타이어 증포점"
707;123;2024;"가산자동차공업사"
708;123;2024;"동원타이어"
709;123;2024;"한국타이어 마장점"
710;123;2024;"TP하이닉스점"
711;123;2024;"TP이천점"
712;123;2024;"TP이천장록점"
713;123;2024;"TP이천미란다점"
714;123;2024;"(주)덕원상사"
715;123;2024;"이천종합타이어"
716;123;2024;"금호고백타이어"
717;123;2024;"금호타이어이천증포점"
718;123;2024;"금호타이어덕평점"
719;123;2024;"금호타이어이천IC점"
720;123;2024;"이천타이어24시"
721;123;2024;"금호타이어서이천점"
722;123;2024;"금호타이어부발설봉점"
